Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
ppe_fieldwork,baseline_worker,,checkbox,"Trabajo de campo / <font color=""red"">Field Work</font>","1, Heavy rubber gloves | 2, Disposable gloves (Nitrile / Vinyl / Latex) | 6, Paper dust mask | 4, N95<br>Other filter-<br>ing respi-<br>rator | 5, Cart-<br>ridge respi-<br>rator | 17, PAPR<br> (Power<br>ed Air Purify-<br>ing  <br>Respi-<br>rator) | 14, Rub<br>ber<br>poly boots | 7, Eye<br>protect-<br>ion (gog<br>gles / safety glass<br>es) | 11, Dispo-<br>sable<br>outer<br>gar-<br>ments | 13, Water<br>resistant<br>outer<br>garments (rain<br>gear) | 12, Cover<br>alls | 10, Head<br>hair cover-<br>ing (not includ- <br>ing base- <br>ball caps) | 98, None | 97, Other",,,[fieldwork_yn] = '1',,HMW,
ppe_othertasks,baseline_worker,,checkbox,"Otras actividades / <font color=""red"">Other tasks</font>","1, Heavy rubber gloves | 2, Disposable gloves (Nitrile / Vinyl / Latex) | 6, Paper dust mask | 4, N95<br>Other filter-<br>ing respi-<br>rator | 5, Cart-<br>ridge respi-<br>rator | 17, PAPR<br> (Power<br>ed Air Purify-<br>ing  <br>Respi-<br>rator) | 14, Rub<br>ber<br>poly boots | 7, Eye<br>protect-<br>ion (gog<br>gles / safety glass<br>es) | 11, Dispo-<br>sable<br>outer<br>gar-<br>ments | 13, Water<br>resistant<br>outer<br>garments (rain<br>gear) | 12, Cover<br>alls | 10, Head<br>hair cover-<br>ing (not includ- <br>ing base- <br>ball caps) | 98, None | 97, Other",,,,,HMW,
cows_tell_sick,baseline_worker,"Estas preguntas son acerca de sus practices y concientizaci?n sobre la prevenci?n de enfermedades en la granja. / <font color=""red"">These questions ask about your current practices and awareness regarding disease prevention on the farm.</font>",checkbox,"Podr?a decirme si las vacas con las que trabaja est?n tal vez enfermas? /<font color=""red""> Can you tell when cows are sick? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
cows_precaution_sick,baseline_worker,,checkbox,"Toma precausiones adicionales al trabajar con animals que posiblemente est?n enfermos? /<font color=""red""> Do you take extra precautions with a sick animal? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
cows_precaustion_explain,baseline_worker,,notes,"Si respondi? s?, profavor especifique qu?, tipe de precausi?n adicional toma cuando trabaja con un animal posiblemente enfermo. /<font color=""red""> If yes, please specify what type of extra precaution you take when working with a sick animal: </font>",,,,[cows_precaution_sick(1)] = '1',,,
work_get_disease,baseline_worker,,radio,"Est? usted preocupado por contraer enfermedades de las vacas?   /<font color=""red"">Are you concerned about getting disease from the cows? </font>","1, Si / Yes | 2, No / No",,,,,HMW,
work_give_disease,baseline_worker,,radio,"
?Est? usted preocupado acerca de pasar (o 'dar') enfermedades a las vacas?
 /<font color=""red""> Are you concerned about giving diseases to the cows?  </font>","1, Si / Yes | 2, No / No",,,,,,
guidelines,baseline_worker,,radio,"Est? consciente de algunas gu?as para reducir/prevenir la transmisi?n de enfermedades entre animales y humanos cuando se trabaja en la lecher?a?   /<font color=""red"">Do you know of any guidelines that exist at this site for reducing or preventing disease transmission between animals and humans? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
disease_concern,baseline_worker,,text,"?En general, qu? enfermedades le preocupa obtener? /<font color=""red""> In general, what diseases are you concerned with getting? </font>",,,,,,,
ar_knowledge,baseline_worker,,checkbox,"est? familiarizado con el t?rmino: resistencia antibi?tica (AR)? /<font color=""red"">  Are you familiar with the topic of 'antibiotic resistance' (AR)? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
contact_with_antibiotics,baseline_worker,,radio,"Alguna vez est? en contacto con los antibi?ticos que les dan a las ganado? /<font color=""red"">  Do you ever have contact with antibiotics given to cows?   </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red"">Rarely</font> | 5, Nunca / <font color=""red""> Never</font> | 98, No aplica / <font color=""red"">N/A </font>",,,,,HMW,
ampicillin,baseline_worker,"Si s?, ?Cu?les de los siguientes antibi?ticos ha manejado usted directamente cuando se trata a animales enfermos o sanos en la lecher?a? <font color=""red"">If so, what antibiotics have you handled directly when treating sick or healthy animals?</font>",radio,Ampicilina (ampicillin),"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
penicillin,baseline_worker,,radio,Penicilina  (penicillin),"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
ceftiofur,baseline_worker,,radio,Ceftiofur,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
cephalosporin,baseline_worker,,radio,Cefalosporina (cephalosporin),"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
florfenicol,baseline_worker,,radio,Florfenicol,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
tetracycline,baseline_worker,,radio,Tetraciclinas (tetracyclines),"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
timicosin,baseline_worker,,radio,Tilmicosin,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
trimethoprim,baseline_worker,,radio,Trimethoprim-sulfa,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
other,baseline_worker,,radio,"Otro, especifique: /<font color=""red"">Other, specify: </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
otherantibiotic,baseline_worker,,notes,"Antibiotics other, specify",,,,,,,
contact_blood,baseline_worker,"Cuando trabajas con las vacas de la lecher?a, ?alguna vez est? en contacto directo con lo siguiente? / <font color=""red"">When working with the cows at the farm how often do you have direct contact with the following?</font>",radio,"Sangre /<font color=""red"">Blood </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_urine,baseline_worker,,radio,"Orina /<font color=""red"">Urine </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_feces,baseline_worker,,radio,"Heces fecales/<font color=""red"">Feces </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_animalflesh,baseline_worker,,radio,"Carne del animal /<font color=""red"">Animal Flesh (including exposed wounds, carcasses, etc)  </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_fluids,baseline_worker,,radio,"Fluidos (como la saliva, l?quido amni?tico)/<font color=""red"">Fluids (e.g. saliva, amniotic fluids) </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_milk,baseline_worker,,radio,"Leche /<font color=""red"">Milk  </font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
contact_other,baseline_worker,,radio,"Otro, especifique: / <font color=""red"">Other, specify</font>","1, Siempre / <font color=""red"">Always</font> | 2, A menudo / <font color=""red"">Often</font> | 3, Algunas veces / <font color=""red"">Sometimes</font> | 4, Rara vez / <font color=""red""> Rarely</font> | 5, Nunca / <font color=""red"">Never</font> | 98, No aplica / <font color=""red"">N/A</font>",,,,,HMW,
training,baseline_worker,,radio,"Recibi? entrenamiento formal en el sitio en el que trabaja antes de trabajar con animales? /<font color=""red""> Did you receive formal training at the site you work at before working with animals?  </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
training_type,baseline_worker,,checkbox,"Si s?, ?que tipo de entrenamiento recibiste?  (Selecciones todas las que apliquen.)  /<font color=""red""> If yes, what type of training did you have? </font>","1, Captura/contenci?n/manipulaci?n de animales / <font color=""red"">Animal capture/restraint/handling</font> | 8, Tejido y sangre/ <font color=""red"">Tissue/blood sampling</font> | 2, Prevenci?n/control de enfermedades infecciosas/zoon?ticas/ <font color=""red"">Infectious/zoonotic disease prevention/control</font> | 3, Seguridad ocupacional / <font color=""red"">Occupational safety</font> | 4, Preparaci?n para emergencias/ <font color=""red"">Emergency Preparedness</font> | 6, Bioseguridad/ <font color=""red"">Biosafety</font> | 9, Exposiciones qu?micas / <font color=""red"">Chemical exposures</font> | 10, Restricci?n de ca?das/ <font color=""red"">Fall restraint</font> | 11, Espacios confinados / <font color=""red"">Confined Spaces</font> | 0, Nada / <font color=""red"">None</font> | 5, Respuesta al brote / <font color=""red"">Outbreak Response</font> | 77, Rechazar / <font color=""red"">Refused</font> | 97, Otro, especifique / <font color=""red"">Other, please specify</font>",,,[training] = '1',,,
training_type_other,baseline_worker,,text,"Otro formal entrenamiento...especifique:  /<font color=""red"">Please specify what the ""other"" training type was: </font>",,,,[training_type(97)] = '1',,,
training_source,baseline_worker,,checkbox,"Si s?, ?donde recibiste el entrenamiento?  /<font color=""red""> If yes, where did you get this training? </font>","1, Escuela/ <font color=""red"">School</font> | 2, Empleador actual / <font color=""red"">Current employer</font> | 3, Empleador anterior / <font color=""red"">Previous employer</font> | 97, Otro, especifique / <font color=""red"">Other, please specify</font>",,,[training] = '1',,,
training_source_other,baseline_worker,,text,"Otro recibiste el entrenamiento?/<font color=""red"">Please specify what the ""other"" source of training was: </font>",,,,[training_source(97)] = '1',,,
training_safe,baseline_worker,,radio,"Cree usted que su entrenamiento le proporcion? informaci?n adecuada para hacer su trabajo de manera segura?/<font color=""red"">Do you feel that your training provided you with adequate information to do your work safely? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
pets,baseline_worker,,radio,"Usted al momento tiene alguna mascota(s) en su hogar? /<font color=""red""> Do you currently have any household pets? </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
dog,baseline_worker,"a) Si s?, indique el tipo de mascota (Selecciones todas las que apliquen.); b) numero de animales de cada tipo; y c) numero de a?os de due?o. d) (Selecciones todas las que apliquen.) / <font color=""red"">[If yes] What are the type of pet(s), number of animals for each type, number of years owned, and primary food source for that animal</font>",radio,"Perro/<font color=""red"">Dog </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pets] = '1',,HMW,
dog_number,baseline_worker,,text,"Perro /<font color=""red""> Dog-# (mark 0 if none) </font>",,,,[dog] = '1',,,
dog_years,baseline_worker,,text,"Perro /<font color=""red""> Dog-Years owned of oldest pet </font>",,,,[dog] = '1',,,
cat,baseline_worker,,radio,"Gato /<font color=""red""> Cat </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pets] = '1',,HMW,
cat_number,baseline_worker,,text,"Gato /<font color=""red""> Cat-Number (mark 0 if none) </font>",,,,[cat] = '1',,,
cat_years,baseline_worker,,text,"Gato /<font color=""red""> Cat-Years owned of oldest pet </font>",,,,[cat] = '1',,,
bird,baseline_worker,,radio,"Pajaros  /<font color=""red"">Bird </font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pets] = '1',,HMW,
bird_number,baseline_worker,,text,"Pajaros /<font color=""red""> Bird-Number (mark 0 if none) </font>",,,,[bird] = '1',,,
bird_years,baseline_worker,,text,"Pajaros /<font color=""red""> Bird-Years owned of oldest pet </font>",,,,[bird] = '1',,,
reptile,baseline_worker,,radio,"Reptil <font color=""red"">Reptile</font>","1, S&#237 / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s&#233/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pets] = '1',,HMW,
reptile_number,baseline_worker,,text,"Reptil <font color=""red"">Reptile-Number (mark 0 if none)</font>",,,,[reptile] = '1',,,
reptile_years,baseline_worker,,text,"Reptil <font color=""red"">Reptile-Years owned of oldest pet</font>",,,,[reptile] = '1',,,
